slug,all_text,rating,roaster,name,location,origin,roast,est_price,review_date,agtron,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3
https://www.coffeereview.com/review/colombia-geiner-montano/," 


94


Temple Coffee
Colombia Geiner Montano


 





Roaster Location:
Sacramento, California


Coffee Origin:
Huila Department, Colombia


Roast Level:
Medium-Light


Agtron:
62/78


Est. Price:
$24.50/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 9


Body:
9						

Flavor:
9


Aftertaste:
8




Blind Assessment
Deeply sweet, richly savory. Dark chocolate, apricot, lilac, almond, cedar in aroma and cup. Brightly sweet structure with juicy acidity; full, satiny-smooth mouthfeel. The sweet finish consolidates to notes of dark chocolate and almond butter.
Notes
Produced by Geiner Montano of Finca La Esperanza from trees of the Colombia and Castillo varieties of Arabica, and processed by the traditional washed method (skin and fruit flesh are removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. 
Bottom Line A classic washed Colombia cup with deep chocolate notes and especially vibrant, high-toned acidity.Explore Similar CoffeesClick here for more reviews from Temple CoffeeClick here for more information about coffees from ColombiaVisit Temple Coffee 
",94,Temple Coffee,Colombia Geiner Montano,"Sacramento, California","Huila Department, Colombia",Medium-Light,$24.50/12 ounces,February 2023,62/78,9,9,9,9,8,,"Deeply sweet, richly savory. Dark chocolate, apricot, lilac, almond, cedar in aroma and cup. Brightly sweet structure with juicy acidity; full, satiny-smooth mouthfeel. The sweet finish consolidates to notes of dark chocolate and almond butter.","Produced by Geiner Montano of Finca La Esperanza from trees of the Colombia and Castillo varieties of Arabica, and processed by the traditional washed method (skin and fruit flesh are removed before drying). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information. ","A classic washed Colombia cup with deep chocolate notes and especially vibrant, high-toned acidity.Explore Similar CoffeesClick here for more reviews from Temple CoffeeClick here for more information about coffees from ColombiaVisit Temple Coffee "
https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-washed-process/," 


93


Durango Coffee Company
Guatemala Retiro del Quisaya Washed Process


 





Roaster Location:
Durango, Colorado


Coffee Origin:
San Martin Jilotepeque, Chimaltenango Department, Guatemala


Roast Level:
Medium-Light


Agtron:
58/76


Est. Price:
$18.95/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 9


Body:
8						

Flavor:
9


Aftertaste:
8




Blind Assessment
Richly sweet, nut- and spice-toned. Macadamia nut, caramel, nutmeg, baking chocolate, fresh-cut oak in aroma and cup. Sweet structure with balanced, bright acidity; crisp, satiny mouthfeel. Quietly confident, caramelly and nutty finish.
Notes
Produced by Juan Luis Barrios Ortega of Finca Retiro del Quisaya from trees of the Bourbon, Typica and Pache varieties of Arabica, and processed by the traditional washed method (skin and fruit pulp removed before washing). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.
Bottom Line A balanced washed Guatemala cup with deeply sweet nut and rich caramel tones throughoutExplore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from GuatemalaVisit Durango Coffee Company 
",93,Durango Coffee Company,Guatemala Retiro del Quisaya Washed Process,"Durango, Colorado","San Martin Jilotepeque, Chimaltenango Department, Guatemala",Medium-Light,$18.95/12 ounces,February 2023,58/76,9,9,8,9,8,,"Richly sweet, nut- and spice-toned. Macadamia nut, caramel, nutmeg, baking chocolate, fresh-cut oak in aroma and cup. Sweet structure with balanced, bright acidity; crisp, satiny mouthfeel. Quietly confident, caramelly and nutty finish.","Produced by Juan Luis Barrios Ortega of Finca Retiro del Quisaya from trees of the Bourbon, Typica and Pache varieties of Arabica, and processed by the traditional washed method (skin and fruit pulp removed before washing). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A balanced washed Guatemala cup with deeply sweet nut and rich caramel tones throughoutExplore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from GuatemalaVisit Durango Coffee Company 
https://www.coffeereview.com/review/papua-new-guinea-kawamuga-natural/," 


91


Rusty Dog Coffee
Papua New Guinea Kagamuga Natural


 





Roaster Location:
Madison, Wisconsin


Coffee Origin:
Jikawa Province, Papua New Guinea


Roast Level:
Medium-Light


Agtron:
61/78


Est. Price:
$18.25/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 8


Body:
8						

Flavor:
9


Aftertaste:
7




Blind Assessment
Brightly sweet-tart. Lime zest, baking chocolate, agave syrup, freesia, marjoram in aroma and cup. Sweetly tart structure with brisk acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of baking chocolate and marjoram.
Notes
Produced by smallholding farmers in the Kindeng and Arufa municipalities and processed by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information. 
Bottom Line An invitingly tart-leaning natural-processed Papua New Guinea with suggestions of bright citrus and crisp chocolate throughout.Explore Similar CoffeesClick here for more reviews from Rusty Dog CoffeeClick here for more information about coffees from Papua New GuineaVisit Rusty Dog Coffee 
",91,Rusty Dog Coffee,Papua New Guinea Kagamuga Natural,"Madison, Wisconsin","Jikawa Province, Papua New Guinea",Medium-Light,$18.25/12 ounces,February 2023,61/78,9,8,8,9,7,,"Brightly sweet-tart. Lime zest, baking chocolate, agave syrup, freesia, marjoram in aroma and cup. Sweetly tart structure with brisk acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of baking chocolate and marjoram.","Produced by smallholding farmers in the Kindeng and Arufa municipalities and processed by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information. ",An invitingly tart-leaning natural-processed Papua New Guinea with suggestions of bright citrus and crisp chocolate throughout.Explore Similar CoffeesClick here for more reviews from Rusty Dog CoffeeClick here for more information about coffees from Papua New GuineaVisit Rusty Dog Coffee 
https://www.coffeereview.com/review/kabiufa-papua-new-guinea-3/," 


94


JBC Coffee Roasters
Kabiufa Papua New Guinea


 





Roaster Location:
Madison, Wisconsin


Coffee Origin:
Kabiufa, Eastern Highlands, Papua New Guinea


Roast Level:
Medium-Light


Agtron:
58/77


Est. Price:
$20.00/12 ounces






Review Date:
February 2023


Aroma:
9


Body:
9						

Flavor:
9


Aftertaste:
8


With Milk:
9




Blind Assessment
Bright, juicy-sweet. Dark chocolate, goji berry, fine musk, almond butter, cedar in aroma and small cup. Creamy-smooth mouthfeel; resonant finish consolidates to notes of goji berry and almond. In three parts milk, dark chocolate notes are amplified, while dried berry notes provide sweet-tart ballast.
Notes
Evaluated as espresso. Produced by smallholding farmers, from trees of the Arusha, Bourbon and Typica varieties of Arabica, and processed by the traditional washed method (fruit pulp and skin removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information 
Bottom Line A harmonious, complex PNG espresso that offers a medley of dried fruit, rich aromatic wood and deep chocolate notes.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from Papua New GuineaVisit JBC Coffee Roasters 
",94,JBC Coffee Roasters,Kabiufa Papua New Guinea,"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",Medium-Light,$20.00/12 ounces,February 2023,58/77,9,,9,9,8,9,"Bright, juicy-sweet. Dark chocolate, goji berry, fine musk, almond butter, cedar in aroma and small cup. Creamy-smooth mouthfeel; resonant finish consolidates to notes of goji berry and almond. In three parts milk, dark chocolate notes are amplified, while dried berry notes provide sweet-tart ballast.","Evaluated as espresso. Produced by smallholding farmers, from trees of the Arusha, Bourbon and Typica varieties of Arabica, and processed by the traditional washed method (fruit pulp and skin removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information ","A harmonious, complex PNG espresso that offers a medley of dried fruit, rich aromatic wood and deep chocolate notes.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from Papua New GuineaVisit JBC Coffee Roasters "
https://www.coffeereview.com/review/kau-red-catuai-peaberry/," 


94


Paradise Roasters
Ka‘u Red Catuai Peaberry


 





Roaster Location:
Hilo, Hawaii


Coffee Origin:
Ka‘u growing region, Big Island of Hawai’i


Roast Level:
Medium-Light


Agtron:
59/74


Est. Price:
$30.00/4 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 9


Body:
9						

Flavor:
9


Aftertaste:
8




Blind Assessment
Cocoa-toned, delicately sweet-tart. Cocoa nib, almond nougat, Cara Cara orange, magnolia, lemon thyme in aroma and small cup. Gently bright structure with juicy-sweet acidity; full, vibrant mouthfeel. Cocoa- and citrus-toned finish.
Notes
Produced at Miranda Farms entirely of the Red Catuai variety of Arabica, and processed by the traditional washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.
Bottom Line A subtly complex, quietly confident Ka‘ū cup with equal impulses toward cocoa and sweet citrus.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from HawaiiVisit Paradise Roasters 
",94,Paradise Roasters,Ka‘u Red Catuai Peaberry,"Hilo, Hawaii","Ka‘u growing region, Big Island of Hawai’i",Medium-Light,$30.00/4 ounces,February 2023,59/74,9,9,9,9,8,,"Cocoa-toned, delicately sweet-tart. Cocoa nib, almond nougat, Cara Cara orange, magnolia, lemon thyme in aroma and small cup. Gently bright structure with juicy-sweet acidity; full, vibrant mouthfeel. Cocoa- and citrus-toned finish.","Produced at Miranda Farms entirely of the Red Catuai variety of Arabica, and processed by the traditional washed method. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A subtly complex, quietly confident Ka‘ū cup with equal impulses toward cocoa and sweet citrus.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from HawaiiVisit Paradise Roasters "
https://www.coffeereview.com/review/el-venado-costa-rica-yellow-honey-sl28/," 


93


JBC Coffee Roasters
El Venado Costa Rica Yellow Honey SL28


 





Roaster Location:
Madison, Wisconsin


Coffee Origin:
West Valley growing region, Costa Rica


Roast Level:
Medium-Light


Agtron:
60/76


Est. Price:
$20.00/8 ounces






Review Date:
February 2023


Aroma:
9


Body:
9						

Flavor:
9


Aftertaste:
8


With Milk:
8




Blind Assessment
Delicately high-toned, balanced. Pink grapefruit, cocoa nib, narcissus, lychee, a hint of green peppercorn in aroma and small cup. Richly viscous mouthfeel; cocoa-toned finish with a hint of pink grapefruit. In cappuccino-scaled milk, floral and cocoa notes take center stage, while sweet citrus recedes.
Notes
Evaluated as espresso. Produced at Finca El Venado and processed at Cerro San Luis Micromill entirely of the SL28 variety of Arabica, and processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information 
Bottom Line A pretty Costa Rica yellow honey espresso with an especially inviting mouthfeel; citrusy and floral in the straight shot.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from Costa RicaVisit JBC Coffee Roasters 
",93,JBC Coffee Roasters,El Venado Costa Rica Yellow Honey SL28,"Madison, Wisconsin","West Valley growing region, Costa Rica",Medium-Light,$20.00/8 ounces,February 2023,60/76,9,,9,9,8,8,"Delicately high-toned, balanced. Pink grapefruit, cocoa nib, narcissus, lychee, a hint of green peppercorn in aroma and small cup. Richly viscous mouthfeel; cocoa-toned finish with a hint of pink grapefruit. In cappuccino-scaled milk, floral and cocoa notes take center stage, while sweet citrus recedes.","Evaluated as espresso. Produced at Finca El Venado and processed at Cerro San Luis Micromill entirely of the SL28 variety of Arabica, and processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a thin layer of pulp is allowed to dry on the beans, more than with white honey, but less than is the case with red or black honey. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information ",A pretty Costa Rica yellow honey espresso with an especially inviting mouthfeel; citrusy and floral in the straight shot.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from Costa RicaVisit JBC Coffee Roasters 
https://www.coffeereview.com/review/katana-dr-congo-natural/," 


92


JBC Coffee Roasters
Katana DR Congo Natural


 





Roaster Location:
Madison, Wisconsin


Coffee Origin:
Kabare, South Kivu Province, Democratic Republic of the Congo


Roast Level:
Medium-Light


Agtron:
58/74


Est. Price:
$18.00/12 ounces






Review Date:
February 2023


Aroma:
8


Body:
8						

Flavor:
9


Aftertaste:
8


With Milk:
9




Blind Assessment
Baking chocolate, mulberry, squash blossom, hazelnut, fresh-cut oak in aroma and small cup. Crisp, velvety mouthfeel. The finish consolidates to notes of baking chocolate and roasted squash. In cappuccino format, savory notes predominate, with undertones of mulberry and baking chocolate.
Notes
Evaluated as espresso. Produced by smallholding farmers entirely of the Blue Mountain variety of Arabica, and processed by the natural method (dried in the whole fruit). Certified Fair Trade and USDA Organic. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.
Bottom Line An enticingly savory-leaning espresso with a throughline of sweet squash (and squash blossom) notes and undertones of crisp chocolate and sweet-tart berries.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersVisit JBC Coffee Roasters 
",92,JBC Coffee Roasters,Katana DR Congo Natural,"Madison, Wisconsin","Kabare, South Kivu Province, Democratic Republic of the Congo",Medium-Light,$18.00/12 ounces,February 2023,58/74,8,,8,9,8,9,"Baking chocolate, mulberry, squash blossom, hazelnut, fresh-cut oak in aroma and small cup. Crisp, velvety mouthfeel. The finish consolidates to notes of baking chocolate and roasted squash. In cappuccino format, savory notes predominate, with undertones of mulberry and baking chocolate.","Evaluated as espresso. Produced by smallholding farmers entirely of the Blue Mountain variety of Arabica, and processed by the natural method (dried in the whole fruit). Certified Fair Trade and USDA Organic. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",An enticingly savory-leaning espresso with a throughline of sweet squash (and squash blossom) notes and undertones of crisp chocolate and sweet-tart berries.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersVisit JBC Coffee Roasters 
https://www.coffeereview.com/review/ethiopia-kayon-mountain-8/," 


94


Roadmap CoffeeWorks
Ethiopia Kayon Mountain


 





Roaster Location:
Lexington, Virginia


Coffee Origin:
Odo Shakiso District, Guji Zone, southern Ethiopia


Roast Level:
Light


Agtron:
64/82


Est. Price:
$20.95/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 9


Body:
9						

Flavor:
9


Aftertaste:
8




Blind Assessment
Complex, multi-layered. Cocoa nib, Meyer lemon marmalade, magnolia, hazelnut, maple syrup in aroma and cup. Brightly sweet structure with high-toned acidity; very satiny, smooth mouthfeel. Crisp finish that leads with notes of Meyer lemon and cocoa nib.
Notes
Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. 
Bottom Line A heady, deep-toned cup with citrus, floral and cocoa impulses.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from EthiopiaVisit Roadmap CoffeeWorks 
",94,Roadmap CoffeeWorks,Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,$20.95/12 ounces,February 2023,64/82,9,9,9,9,8,,"Complex, multi-layered. Cocoa nib, Meyer lemon marmalade, magnolia, hazelnut, maple syrup in aroma and cup. Brightly sweet structure with high-toned acidity; very satiny, smooth mouthfeel. Crisp finish that leads with notes of Meyer lemon and cocoa nib.","Produced by the Hassen family at their estate farm in the Guji Zone of southern Ethiopia from distinctive landrace selections of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information. ","A heady, deep-toned cup with citrus, floral and cocoa impulses.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from EthiopiaVisit Roadmap CoffeeWorks "
https://www.coffeereview.com/review/el-salvador-el-mirador/," 


93


Roadmap CoffeeWorks
El Salvador El Mirador


 





Roaster Location:
Lexington, Virginia


Coffee Origin:
Apaneca-Ilamatepec growing region, El Salvador


Roast Level:
Medium-Light


Agtron:
60/77


Est. Price:
$20.95/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 8


Body:
9						

Flavor:
9


Aftertaste:
8




Blind Assessment
Rich-toned, deeply sweet. Salted caramel, pomegranate, almond butter, narcissus, pink grapefruit zest in aroma and cup. Sweetly savory structure with citrusy acidity; plush, syrupy mouthfeel. Crisp, focused finish centered around notes of salted caramel and almond.
Notes
Produced by Jancarlo and Sofia Handtke of Mapache Estate entirely of the big-beaned Pacamara variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.
Bottom Line An inviting El Salvador Pacamara cup with tart fruit and caramel notes throughout, and an especially viscous mouthfeel.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from El SalvadorVisit Roadmap CoffeeWorks 
",93,Roadmap CoffeeWorks,El Salvador El Mirador,"Lexington, Virginia","Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,$20.95/12 ounces,February 2023,60/77,9,8,9,9,8,,"Rich-toned, deeply sweet. Salted caramel, pomegranate, almond butter, narcissus, pink grapefruit zest in aroma and cup. Sweetly savory structure with citrusy acidity; plush, syrupy mouthfeel. Crisp, focused finish centered around notes of salted caramel and almond.","Produced by Jancarlo and Sofia Handtke of Mapache Estate entirely of the big-beaned Pacamara variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","An inviting El Salvador Pacamara cup with tart fruit and caramel notes throughout, and an especially viscous mouthfeel.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from El SalvadorVisit Roadmap CoffeeWorks "
https://www.coffeereview.com/review/panama-finca-las-nubes-geisha-microlot/," 


94


Vermont Artisan Coffee & Tea
Panama Finca Las Nubes Geisha Microlot








Roaster Location:
Waterbury Center, Vermont


Coffee Origin:
Boquete growing region, Panama


Roast Level:
Medium-Light


Agtron:
60/77


Est. Price:
$15.00/8 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 9


Body:
9						

Flavor:
9


Aftertaste:
8




Blind Assessment
Balanced, delicately sweet-tart. Dark chocolate, magnolia, goji berry, almond brittle, blood orange in aroma and cup. Sweetly tart structure with vibrant acidity; crisp, silky-smooth mouthfeel. The pleasing finish centers around notes of dark chocolate and goji berry.
Notes
Produced by Austin Gomez of Finca Las Nubes entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Vermont Artisan Coffee & Tea provides craft-roasted coffees and quality teas to retail establishments, food service markets, and retail customers throughout New England and beyond. For more information, visit www.vtartisan.com.
Bottom Line Sweet dried fruit notes and rich dark chocolate, supported by deep florals, drive this natural Panama Geisha cup, an exceptional value for its variety and origin. Explore Similar CoffeesClick here for more reviews from Vermont Artisan Coffee & TeaClick here for more information about coffees from Panama 
This review originally appeared in the February, 2023 tasting report: Warm Your Bones With 10 Ski Country Coffees",94,Vermont Artisan Coffee & Tea,Panama Finca Las Nubes Geisha Microlot,"Waterbury Center, Vermont","Boquete growing region, Panama",Medium-Light,$15.00/8 ounces,February 2023,60/77,9,9,9,9,8,,"Balanced, delicately sweet-tart. Dark chocolate, magnolia, goji berry, almond brittle, blood orange in aroma and cup. Sweetly tart structure with vibrant acidity; crisp, silky-smooth mouthfeel. The pleasing finish centers around notes of dark chocolate and goji berry.","Produced by Austin Gomez of Finca Las Nubes entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Vermont Artisan Coffee & Tea provides craft-roasted coffees and quality teas to retail establishments, food service markets, and retail customers throughout New England and beyond. For more information, visit www.vtartisan.com.","Sweet dried fruit notes and rich dark chocolate, supported by deep florals, drive this natural Panama Geisha cup, an exceptional value for its variety and origin. Explore Similar CoffeesClick here for more reviews from Vermont Artisan Coffee & TeaClick here for more information about coffees from Panama "
https://www.coffeereview.com/review/kenya-karinga-aa/," 


93


Durango Coffee Company
Kenya Gaturiri


 





Roaster Location:
Durango, Colorado


Coffee Origin:
Kiambu County, Kenya


Roast Level:
Medium-Light


Agtron:
57/74


Est. Price:
$19.95/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 9


Body:
8						

Flavor:
9


Aftertaste:
8




Blind Assessment
Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.
Notes
Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.
Bottom Line A classic Kenya cup with vibrant acidity and particularly vivid expressions of the black currant and cocoa notes often associated with this origin.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from KenyaVisit Durango Coffee Company 
This review originally appeared in the February, 2023 tasting report: Warm Your Bones With 10 Ski Country Coffees",93,Durango Coffee Company,Kenya Gaturiri,"Durango, Colorado","Kiambu County, Kenya",Medium-Light,$19.95/12 ounces,February 2023,57/74,9,9,8,9,8,,"Confident, juicy-bright. Black currant, cocoa nib, freesia, orange zest, fresh-cut cedar in aroma and cup. High-toned structure with phosphoric acidity; medium-weight, viscous mouthfeell. The lively finish leads with notes of black currant and hints of spice-toned florals.","Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit www.durangocoffee.com or call 800-748-2275 for more information.",A classic Kenya cup with vibrant acidity and particularly vivid expressions of the black currant and cocoa notes often associated with this origin.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyClick here for more information about coffees from KenyaVisit Durango Coffee Company 
https://www.coffeereview.com/review/ethiopia-guji-odo-shakiso-2/," 


93


Nomadic Bean
Ethiopia Guji Odo Shakiso








Roaster Location:
Jackson Hole, Wyoming


Coffee Origin:
Guji Zone, Oromia Region, Southern Ethiopia


Roast Level:
Light


Agtron:
62/82


Est. Price:
$20.00/12 ounces






Review Date:
February 2023


Aroma:
9


Acidity/Structure: 8


Body:
9						

Flavor:
9


Aftertaste:
8




Blind Assessment
Sweetly-fruit-forward. Just-picked blueberry, honeycomb, cashew butter, marjoram, baking chocolate in aroma and cup. Sweet-toned structure with pert acidity; pillowy, creamy-smooth mouthfeel. The finish is centered around notes of honey and cashew.
Notes
Produced in the distinguished Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). The Nomadic Bean is a one-woman show, owned and operated by roaster Margo Askins and based in Jackson Hole, Wyoming. Visit www.nomadicbean.com for more information.
Bottom Line A natural-processed Ethiopia with an especially plush, inviting mouthfeel and distinct blueberry notes with crisp chocolate undertones.Explore Similar CoffeesClick here for more reviews from Nomadic BeanClick here for more information about coffees from Ethiopia 
This review originally appeared in the February, 2023 tasting report: Warm Your Bones With 10 Ski Country Coffees",93,Nomadic Bean,Ethiopia Guji Odo Shakiso,"Jackson Hole, Wyoming","Guji Zone, Oromia Region, Southern Ethiopia",Light,$20.00/12 ounces,February 2023,62/82,9,8,9,9,8,,"Sweetly-fruit-forward. Just-picked blueberry, honeycomb, cashew butter, marjoram, baking chocolate in aroma and cup. Sweet-toned structure with pert acidity; pillowy, creamy-smooth mouthfeel. The finish is centered around notes of honey and cashew.","Produced in the distinguished Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from distinctive indigenous landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). The Nomadic Bean is a one-woman show, owned and operated by roaster Margo Askins and based in Jackson Hole, Wyoming. Visit www.nomadicbean.com for more information.","A natural-processed Ethiopia with an especially plush, inviting mouthfeel and distinct blueberry notes with crisp chocolate undertones.Explore Similar CoffeesClick here for more reviews from Nomadic BeanClick here for more information about coffees from Ethiopia "
